Título (Português);Instituição;Cidade Instituição;Empresa;Município;Local de Pesquisa;Grande Área do Conhecimento;Área do Conhecimento;Subárea do Conhecimento;Assuntos;
Sistemas miniaturizados de detecção por fluorescência para análise de DNA;;;;;;Ciências Exatas e da Terra;Química;Química Analítica;Fluorescência:Análise genética:DNA:Óptica:Moléculas bioativas; 
Sistemas miniaturizados de detecção por fluorescência para análise de DNA;;;Gene ID S/A;São Carlos;;Ciências Exatas e da Terra;Química;Química Analítica;Análise de sequência de DNA; 
Fluorímetro simplificado para medição de atividade da enzima conversora da angiotensina (ECA) em fluídos biológicos;;;Sepia Assessoria e Consultoria Educacional, Pesquisa e Desenvolvimento Ltda;Mogi das Cruzes;;Engenharias;Engenharia Biomédica;;Técnicas de laboratório clínico:Angiotensinas:LED:Fluorometria:Peptidil dipeptidase A; 
Pdv light;;;Quasar Informática Ltda;Hortolândia;;Ciências Exatas e da Terra;Ciência da Computação;Sistemas de Computação;Automação:Linux:Software livre:Pequenas e médias empresas; 
Desenvolvimento de um revestimento orgânico anticorrosivo baseado em sistema poliuretano-uréia para uso em aplicações marítimas;;;Anod-Arc Indústria, Comércio e Serviços de Manutenção e Revestimento;São Paulo;;Engenharias;Engenharia de Materiais e Metalúrgica;Materiais Não-metálicos;Aço carbono:Alumínio:Corrosão:Poliuretanos; 
Estudos da previsibilidade de eventos meteorológicos extremos na Serra do Mar;Ministério da Ciência, Tecnologia e Inovações (Brasil). Instituto Nacional de Pesquisas Espaciais (INPE);São José dos Campos;;;;Ciências Exatas e da Terra;Geociências;Meteorologia;Hidrometeorologia:Previsão do tempo:Chuva:Mudança climática:Georreferenciamento:Monitoramento ambiental:Serra do Mar (SP); 
Obtencao e investigacao do mecanismo analgesico-antiinflamatorio de alguns derivados de (-)- cubeina, isolada de piper cubeba, obtidos por sintese parcial.;Universidade de Franca (UNIFRAN). Pró-Reitoria Adjunta de Pesquisa e Pós-Graduação;Franca;;;;Ciências Exatas e da Terra;Química;Química Orgânica;Química de produtos naturais:Cubebina; 
Fluorímetro simplificado para medição da atividade da Enzima Conversora da Angiotensina (ECA) em fluidos biológicos;;;;;;Engenharias;Engenharia Biomédica;;Instrumento de medida:Fluorescência:Peptidil dipeptidase A:LED; 
PDV Light;;;;;;Ciências Exatas e da Terra;Ciência da Computação;Sistemas de Computação;Automação:Linux:Software livre; 
Desenvolvimento de um revestimento orgânico anticorrosivo baseado em sistema poliuretano-uréia para uso em aplicações marítimas;;;;;;Engenharias;Engenharia de Materiais e Metalúrgica;Materiais Não-metálicos;Revestimento de superfícies:Poliuretanos:Ureia:Corrosão:Oceanos e mares; 
Middleware para jogos eletrônicos de alto desempenho em rede;;;;;;Ciências Exatas e da Terra;Ciência da Computação;Sistemas de Computação;Middleware:Jogos eletrônicos:Arquitetura de software:Comunidade virtual; 
Estudo da viabilidade técnica de displays de grande área para aplicação outdoor;;;;;;Engenharias;Engenharia Elétrica;Circuitos Elétricos, Magnéticos e Eletrônicos;Displays:Polímeros (materiais); 
Sistema de controle de glicemia a distância;;;;;;Ciências da Saúde;Saúde Coletiva;;Glicemia:Automonitorização da glicemia:Telemedicina:Diabetes mellitus:Sistemas computadorizados de registros médicos; 
Desenvolvimento e otimização de unidade integrada de reforma de etanol para produção de hidrogênio;;;Hytron Indústria, Comércio e Assessoria Tecnológica em Energia e Gases Industriais Ltda (Hytron);Campinas;;Engenharias;Engenharia Mecânica;Projetos de Máquinas;Planejamento energético:Geração de energia elétrica:Geração distribuída:Células de combustível:Hidrogênio:Etanol:Balanço de energia; 
Desenvolvimento e produção de bolsas para soluções parenterais;;;Technobag Indústria de Artefatos Plásticos Ltda. - ME;Ribeirão Preto;;Engenharias;Engenharia Mecânica;;Medicamento:Anti-infecciosos:Antibacterianos:Infusões parenterais; 
Estudo de viabilidade técnica de displays de grande área para aplicação outdoor;;;Brdisplays Comércio e Serviços de Componentes Eletrônicos Ltda;Campinas;;Engenharias;Engenharia Elétrica;Circuitos Elétricos, Magnéticos e Eletrônicos;Displays:Outdoor; 
Sistema de controle de glicemia a distância;;;Quasar Telemedicina Desenvolvimento de Sistemas Computacionais Ltda;São Paulo;;Ciências da Saúde;Saúde Coletiva;;Telemedicina:Automonitorização da glicemia:Diabetes mellitus:Insulinoterapia:Hipoglicemiantes; 
Controle de precisão de micro-motores para Odontologia;;;;;;Engenharias;Engenharia Elétrica;Eletrônica Industrial, Sistemas e Controles Eletrônicos;Eletrônica embarcada:Motores elétricos:Tecnologia biomédica:Desenvolvimento de software:Linux:Instrumentos odontológicos:Odontologia; 
Obtenção de híbridos intervarietais e populações segregantes de Gérbera jamesonii, com auxílio de técnicas de Biologia molecular, visando a obtenção de novos cultivares comerciais;;;;;;Ciências Biológicas;Genética;Genética Vegetal;Gérbera:Biologia molecular vegetal:Variedades vegetais:Técnica de amplificação ao acaso de DNA polimórfico:Melhoramento genético vegetal; 
Desenvolvimento e construção de calibradores de dose utilizados em medicina nuclear;;;MRA Indústria de Equipamentos Eletrônicos Ltda;Ribeirão Preto;;Engenharias;Engenharia Biomédica;Engenharia Médica;Medicina nuclear:Equipamentos e provisões hospitalares:Calibragem; 
Confecção de brake lights utilizando redes neurais artificiais e componentes do tipo SMD;;;Racetronix Engenharia Industrial Ltda. - ME;Bauru;;Engenharias;Engenharia Elétrica;Eletrônica Industrial, Sistemas e Controles Eletrônicos;Diodos:Redes neurais (computação):LED:Semicondutores:Indústria automobilística; 
Controle de precisão de micro-motores para odontologia;;;Mario Alexandre Gazziro - ME;São Carlos;;Engenharias;Engenharia Elétrica;Eletrônica Industrial, Sistemas e Controles Eletrônicos;Instrumentação biomédica:Ósseointegração:Eletrônica embarcada:Linguagem de programação:Sistemas de controle; 
Avaliação do potencial zootécnico do pampo (Trachinotus sp): I- efeito da densidade no crescimento dos peixes durante a fase de produção de juvenis em sistema de recirculação;Universidade Estadual Paulista (UNESP). Campus de Jaboticabal. Centro de Aquicultura (CAUNESP);Jaboticabal;;;;Ciências Agrárias;Recursos Pesqueiros e Engenharia de Pesca;Aquicultura;Piscicultura:Peixes marinhos:Alevinos:Pompano; 
Producao de hidrogenio em reator anaerobio de leito fixo.;Universidade de São Paulo (USP). Escola de Engenharia de São Carlos (EESC);São Carlos;;;;Engenharias;Engenharia Sanitária;Tratamentos de Águas de Abastecimento e Residuárias;Tratamento de águas residuárias:Tratamento biológico anaeróbio:Tratamento anaeróbio:Produção de hidrogênio:Biomassa imobilizada; 
Estudo da viabilidade técnica da utilização em iogurte de corante natural de beterraba obtido por precipitação alcoólica (uma nova metodologia de obtenção);;;;;;Ciências Agrárias;Ciência e Tecnologia de Alimentos;;Iogurte:Corantes naturais:Beterraba:Precipitação química; 
Modelo gráfico de dependência entre as regras de negócio e o impacto físico/financeiro sobre a manutenção;;;;;;Ciências Exatas e da Terra;Ciência da Computação;Metodologia e Técnicas da Computação;Metodologia e técnicas de computação:Regras de negócio; 
AbEvo - (Antibodies Evolution): sistema inteligente para o desenvolvimento de anticorpos baseado na estrutura do antígeno;;;Cientistas Associados Desenvolvimento Tecnológico Ltda;São Carlos;;Ciências Biológicas;Imunologia;Imunologia Aplicada;Modelagem molecular; 
GCDE - Geocomposto Drenante Extensível;;;Inprogeo Indústria de Produtos Geossintéticos Ltda;São Paulo;;Engenharias;Engenharia Civil;Construção Civil;Geossintéticos:Drenagem do solo; 
Dispositivo para medida de fluxo de hidrogênio atômico em materiais expostos a meios corrosivos;;;Ipech Integração e Processos Tecnológicos Ltda;Campinas;;Engenharias;Engenharia de Materiais e Metalúrgica;Metalurgia de Transformação;Corrosão:Hidrogênio:Impedância elétrica:Indústrias:Refinarias:Petróleo; 
Projeto e implementacao de um decodificador de mp3 em hardware projeto brazil-ip.;Universidade Estadual de Campinas (UNICAMP). Instituto de Computação (IC);Campinas;;;;Ciências Exatas e da Terra;Ciência da Computação;Sistemas de Computação;Hardware:Circuitos FPGA; 
Projeto e desenvolvimento de um microsensor de pressão piezoresistivo integrado utilizado em transdutores e transmissores de pressão industriais;;;;;;Engenharias;Engenharia Elétrica;Materiais Elétricos;Microeletrônica:Sensores piezoelétricos:Sensores inteligentes:Transdutores de pressão; 
Desenvolvimento de filtros ópticos de transmitância variável (VTOF) baseados em propriedades eletrocrômicas de polímeros condutores;;;;;;Ciências Exatas e da Terra;Química;Química Inorgânica;Dispositivos ópticos:Processamento de sinais:Filtros ópticos:Polímeros condutores:Eletrocromismo; 
Dispositivo para medida de fluxo do hidrogênio atômico em materiais expostos a meios corrosivos;;;;;;Engenharias;Engenharia de Materiais e Metalúrgica;Metalurgia de Transformação;Fluxo dos gases:Hidrogênio:Corrosão:Eletroquímica; 
Vitrocerâmicos para utilização como placas de fogões elétricos;;;;;;Engenharias;Engenharia de Materiais e Metalúrgica;Materiais Não-metálicos;Vitrocerâmica:Placa cerâmica:Máquinas e equipamentos elétricos:Dispositivos de micro-ondas:Sinterização:Moagem:Granulometria:Tratamento térmico; 
Desenvolvimento de tubo de calor circuitado (Loop Heat Pipe) para aplicações espaciais;Ministério da Ciência, Tecnologia e Inovações (Brasil). Instituto Nacional de Pesquisas Espaciais (INPE);São José dos Campos;;;;Engenharias;Engenharia Mecânica;Engenharia Térmica;Transferência de calor:Satélites artificiais:Controle térmico; 
Desenvolvimento de novos sensores infravermelho de detecção de movimento para aplicações em segurança doméstica e corporativa;;;;;;Engenharias;Engenharia Elétrica;Materiais Elétricos;Sensores:Infravermelho:Lentes:Reconhecimento de padrões; 
AbEvo (Antibodies Evolution) sistema inteligente para o desenvolvimento de anticorpos baseado na estrutura do antígeno;;;;;;Ciências Biológicas;Imunologia;Imunologia Aplicada;Modelagem molecular:Biologia computacional:Inteligência artificial:Anticorpos:Antígenos:Algoritmos evolutivos; 
Projeto e desenvolvimento de um microssensor de pressão piezorresistivo integrado utilizado em transdutores e transmissores de pressão industriais;;;HCA Sistemas Inteligentes de Sensoriamento Integrados Indústria, Comércio Pesquisa Ltda;Francisco Morato;;Engenharias;Engenharia Elétrica;Materiais Elétricos;Microeletrônica:Sensores inteligentes:Transdutores de pressão; 
Desenvolvimento de filtros ópticos de transmitância variável (VTOF) baseados em propriedades eletrocrômicas de polímeros condutores;;;Optron Micromecânica Óptica Ltda. - ME;Campinas;;Ciências Exatas e da Terra;Química;Química Inorgânica;Polímeros condutores:Dispositivos ópticos; 
Pesquisa e desenvolvimento de equipamento de videolaparoscopia microprocessado, portátil e de baixo custo, com funções de monitoramento e registro de sinais críticos e imagens;;;;;;Engenharias;Engenharia Mecânica;Projetos de Máquinas;Laparoscopia:Inovações tecnológicas:Equipamentos e provisões:Análise de imagens; 
Desenvolvimento de um novo sistema de aquisição multicanal para o monitor pulmonar baseado na tomografia de impedância elétrica;;;;;;Ciências da Saúde;Medicina;;Ventilação pulmonar:Impedância elétrica; 
Escalonamento de produção de mudas de banana em três modelos de biorreatores: desafios de otimizar a consorciação de técnicas de micropropagação para o abastecimento de mudas sadias de banana com genética superior;;;;;;Ciências Agrárias;Agronomia;Fitossanidade;Produção de mudas:Banana:Reatores biológicos:Micropropagação vegetal; 
Desenvolvimento de sistema de estereolitografia no infravermelho para construção de moldes e modelos tridimensionais;;;;;;Engenharias;Engenharia Química;Processos Industriais de Engenharia Química;Estereolitografia:Infravermelho:Ferramentas de prototipagem:CAD/CAM:Impressão tridimensional; 
Desenvolvimento de sistema informatizado para gestão do processo de produção de peixes;;;;;;Ciências Agrárias;Zootecnia;Produção Animal;Inovações tecnológicas:Administração da produção:Softwares:Aquicultura:Piscicultura:Peixes; 
Sistema aerotransportado de aquisição e pós-processamento de imagens tomadas com câmeras digitais;;;;;;Ciências Exatas e da Terra;Geociências;Geodésia;Processamento digital de imagens:Câmeras fotográficas:Imagem digital:Fotogrametria:Calibragem:Modelos matemáticos:Algoritmos para imagens; 
Síntese e caracterização microestrutural e colorimétrica de coatings de Al2O3, TiO2 e ZrO2 obtidos pelo método dos precursores;;;;;;Engenharias;Engenharia de Materiais e Metalúrgica;Materiais Não-metálicos;Cerâmica (materiais cerâmicos):Filmes finos:Revestimento de superfícies; 
Sistema automático de apoio à operações de pouso e decolagem;;;;;;Engenharias;Engenharia Aeroespacial;;Engenharia aeronáutica:Operação de aeronaves:Decolagem:Aterrissagem; 
Vendedor on line;;;Siena Soluções Tecnológicas e Comércio Ltda;Campinas;;Ciências Exatas e da Terra;Ciência da Computação;Sistemas de Computação;Dispositivos móveis:Código aberto:Software livre:Linux:Java:Bluetooth; 
Sistema automático de apoio a operações de pouso e decolagem;;;Navcon Navegação e Controle Indústria e Comércio Ltda;São José dos Campos;;Engenharias;Engenharia Aeroespacial;Sistemas Aeroespaciais;Aeroportos:Meteorologia aeronáutica e marítima:Decolagem:Voo (engenharia de aeronaves); 
Obtenção e atividade contra Schistossoma mansoni de lignanas dibenzilbutirolactônicas isoladas de Zanthoxylum naranjillo e Piperaceae, bem como seus derivados sintéticos e semi-sintéticos e...;Universidade de Franca (UNIFRAN). Pró-Reitoria Adjunta de Pesquisa e Pós-Graduação;Franca;;;;Ciências da Saúde;Farmácia;;Analgésicos:Anti-inflamatórios:Cubebina:Schistosoma mansoni:Lignanas:Patentes; 
Método absoluto e geral para a avaliação estrutural direta de isômeros posicionais por espectrometria de masssas de estágios multiplos (MSn);Universidade Estadual de Campinas (UNICAMP). Instituto de Química (IQ);Campinas;;;;Ciências Exatas e da Terra;Química;Química Orgânica;; 
Reengenharia de sistemas legados em larga escala baseada em frameworks, componentes distribuídos e padrões de projeto;;;Transformare Evolução Tecnológica de Sistemas Ltda;Bauru;;Ciências Exatas e da Terra;Ciência da Computação;Sistemas de Computação;Engenharia de software; 
